District,Division,Area,Club,Clubname,Clubest,Clubstatus,Clubaddr1,Clubaddr2,Clubcity,Clubstate,Clubzip,Clubcountry,Clubphone,Clubday_o,Clubtime_o,Clubday,Clubtime,Clublen,Clubfreq,Clubopen,Cluburl1,Cluburl2,Clubwebstat1,Clubwebstat2,Clubemail,Clubadvanced,date,source
98,F,02,1340464,TCS Maitree Hyderabad Toastmasters Club,2009-06-02,Active,Tata Consultancy Services Deccan Park,"Plot No 1 Survey No 64/2, Software Units Layout, Madhapur",Hyderabad,TG,500034,India,+91 86863 20954,Thursday,12:30 pm - 1:45 pm,Thu,12:30:00,75,W1,E,tmhtc.toastmastersclubs.org/,www.facebook.com/#!/groups/tcmaitreedptm,FTH3,Facebook,deccanpark.toastmasters@tcs.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,1466666,ADP Hyderabad Toastmasters,2010-04-01,Active,Hyderabad,"ADP Pvt Ltd, F9 Somajiguda.",Hyderabad,AP,500082,India,,Wednesday or thursday,5:00 pm,Wed,17:00:00,0,W1,E,,,None,None,uma.muthyala@adp.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,4040445,CMC Hyderabad,2014-06-26,Ineligible,"CMC Hyderabad, CMC Limited","CMC Centre, Gachibowli",Hyderabad,TG,500 032,India,+1 996-668-8278,Thursday,12:15 PM - 1:15 PM,Thu,12:15:00,60,W1,O,,,None,None,,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,5030861,Roots Toastmasters,2015-11-06,Active,Roots College Raj Bhavan Road,"Somajiguda, Near Katriya Hotel",Hyderabad,TG,500082,India,+91 80089 56271,Thursday,2:00 - 3:00 p.m.,Thu,14:00:00,60,W1,E,mackartik.wixsite.com/website,,Wix.com Website Builder,None,siddhartha@roots.ac.in,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,2254770,Toastmasters at Novartis Hyderabad,2012-03-01,Active,Novartis Healthcare Pvt Ltd,Salarpuria Sattva Knowledge City,Hyderabad,TG,500081,India,+91 90046 43540,2nd & 4th Thursday,3:00 to 4:30 PM,Thu,15:00:00,90,M2,E,,,None,None,toastmasters.hyderabad@novartis.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,6666427,ServiceNow India Toastmasters,2017-10-01,Ineligible,ServiceNow Meeting Room,7Fl Salarpuria-Sattva Knowledg City,Hyderabad,TG,500081,India,8008028222,2nd & 4th Thursday,3:00 pm - 4:30 pm,Thu,15:00:00,90,M2,E,,,None,None,sashi.bandaru@servicenow.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,7318924,Statestreet Hyd Toastmasters Club,2019-12-03,Active,State Street Hyderabad,"Orwell-1, Salarpuria Sattva",Hyderbad,TG,500081,India,+91 97899 83537,2nd & 4th Tuesdays,4:00 - 5:30 PM,Tue,16:00:00,90,M2,E,www.toastmasters.org/Find-a-Club/07318924-statestreet-hyd-toastmasters-club,,Invalid-TIURL,None,jayaraj.verma@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,7432531,RMSI Hyderabad Toastmasters Club,2019-06-30,Active,"Veda Training Room, RMSI Pvt Ltd Vega, The V, Floor 11, Right Wing, Plot 17","Plot No 17, Vega, The V, right wing",Hyderabad,TG,500081,India,+91 40 4434 7100,Friday,11:00 AM - 12:30 PM,Fri,11:00:00,90,W1,E,www.rmsi.com/,www.facebook.com/RMSI.Global,WordPress,Facebook,vipparathi.solmon@rmsi.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,04,3492833,Waltair Toastmasters Club,2014-12-05,Active,Video Conferencing,Online meetings only,Visakhapatnam,AP,530022,India,+91 99852 00070,Saturday,17:00,Sat,17:00:00,0,W1,O,waltair.toastmastersclubs.org/,www.facebook.com/WaltairToastmasters,FTH3,Facebook,waltairtmc@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,04,6943597,L&T Vizag Toastmasters Club,2018-04-06,Active,"8-D, Dutt Iland, Siripuram Jn Visakhapatnam","L&T, Scindia Rd, Old Gostani Gate",Visakahapatnam,AP,530014,India,+91 99855 86805,Every Sunday,1200 to 1330 hrs,Sun,12:00:00,90,W1,E,,,None,None,hk.pani@larsentoubro.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,04,7402154,Pragati Toastmasters Club,2019-04-26,Active,"S29, Pragati Engineering College, Kakinada",1-378 ADB Rd Surampalem,Kakinada,AP,533437,India,+1 891-920-5401,Mondays,3:00 PM,Mon,15:00:00,0,W1,E,,,None,None,toastmasters@pragati.ac.in,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,04,7657911,Kiet Toastmasters Club,2020-08-10,Active,"Kakinada Institute of Engineering and Technology Kiet, Yanam Road, Matlapalem","Tallarevu Mandal, Korangi",Corangi,AP,533461,India,+91 7794960609,Saturdays,10:30 AM - 12:30 PM,Sat,10:30:00,120,W1,E,,,None,None,toastmasters.kiet2020@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,04,7825838,GITAM Toastmasters Club,2020-10-13,Active,GITAM Institute of Technology and Management Room no 115,"GITAM University, Gandhi Nagar,",Visakhapathan,AP,530045,India,+91 70938 74007,Sundays,11:00 AM,Sun,11:00:00,0,W1,E,,,None,None,toastmasters_sig@gitam.in,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,991226,Vision Toastmasters (community Club),2007-01-20,Active,"Room No. 6, Ground Floor, St. Mary's College,","Near Yousufguda Checkpost, Yousufguda,",Hyderabad,TG,500045,India,+91 88864 00229,"1st, 3rd, & 5th Sunday",10:00 am,Sun,10:00:00,0,M3,O,meetup.com/Vision-Toastmasters-Of-Hyderabad,www.facebook.com/groups/visiontm,meetup.com,Facebook,vision.toastmasters@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,2097754,Oracle Hyderabad Toastmasters,2011-11-06,Active,Oracle Campus,Oracle Campus Phase 1,Hyderabad,TG,500081,India,+91 95359 32272,2nd and 4th Wednesday,5:00 PM,Wed,17:00:00,0,M2,E,,www.facebook.com/groups/oraclehyd.tm,None,Facebook,lalit.jethani@oracle.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,4706005,CAMP Systems Toastmasters Club,2015-05-13,Ineligible,CAMP Systems Private Ltd,"2nd Floor, Western Pearl (next to Google Office), HiTech City Road, Kothaguda",Hyderabad,TG,500084,India,+91 80088 85034,Alternate Mondays,7:00 PM - 08:30 PM,Mon,19:00:00,90,W2,E,,www.facebook.com/groups/831466250240861/?fref=ts,None,Facebook,aditya.mukkavalli@campsystems.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,7171974,HRDC Toastmasters,2018-10-15,Active,Shanti Conference Room,"Building 12C, Carrier Corporation",Hyderabad,TG,500081,India,+91 89784 08281,Saturday,2:30-4:00 PM,Sat,14:30:00,90,W1,E,,,None,None,hrdctoastmasters@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,7722776,CKM Toastmasters,2020-04-01,Active,"DSS Sustainable Solutions, CoWrks The SkyView Building, Building 10, Floor 2, Sy no 83/1 Raidurgam",Hitech City Main Rd,Hyderabad,TG,500081,India,+91 99866 90736,Thursday,3:30 PM,Thu,15:30:00,0,W1,O,,www.facebook.com/ckmtoastmasters,None,Facebook,toastmaster.ckm@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,01,7865258,Modak Toastmasters Club,2021-03-23,Active,The Platina,"B-407 Phase II, Jayabheri Enclave",Hyderabad,TG,500032,India,+91 8977156337,1st & 3rd Thursday,3:00 - 4:30 PM IST,Thu,15:00:00,90,M2,E,,,None,None,veni.ashish@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,02,702390,Infosys Hyderabad Toastmasters Club (IHTMC),2004-07-28,Low,Infosys Limited,"Survey No. 210, Manikonda Village",Hyderabad,TG,500 032,India,+91 80967 09373,Alternate Thursdays,5:30 PM,Thu,17:30:00,0,W2,E,,www.facebook.com/InfosysHyderabadToastmastersClub,None,Facebook,,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,02,2247357,Virtusa Hyderabad Toastmasters Club,2012-02-29,Active,Virtusa Campus Socrates/Confucious - Tentative,"Sy. No. 115, Nanakramguda Village",Hyderabad,TG,500032,India,+91 96762 43345,Wednesday,11:00 AM,Wed,11:00:00,0,W1,E,,www.facebook.com/groups/165682790213400,None,Facebook,vhtc@virtusa.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,02,3216981,Toastmasters of Capgemini Hyderabad,2013-12-18,Ineligible,Capgemini Office Hyderabad Microsoft teams,"IT Park 1,115/32&35 Nanakramguda",Hyderabad,TG,500032,India,,Saturday,3 PM,Sat,15:00:00,0,W1,E,,,None,None,kranthi.kodali@capgemini.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,02,4486936,Hitachi Consulting Toastmasters Club,2015-03-23,Low,Hitachi Consulting Software Services India Pvt. Limited Hyderabad,"Plot No. 9, Nanakramguda Village, Gachibowli",Hyderabad,TG,500032,India,+91 98153 95066,Every Tuesday,12:00 pm to 1:30 PM,Tue,12:00:00,90,W1,P,,www.facebook.com/groups/hctmc,None,Facebook,pranay.raut@hitachivantara.com,Yes,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,03,5906439,Nizampet Toastmasters,2017-10-01,Active,"4th Floor, Sri Sri PREMA  Gandhi Imarat, Jai Bharat Nagar, Nagarjuna Homes",Lane opposite to Kavitha Jewellers,Hyderabad,TG,500090,India,+91 97045 61888,First and Third Sundays of every month,10:00 am - 12:15 pm,Sun,10:00:00,135,M2,O,,www.facebook.com/groups/178602129218328/,None,Facebook,nizampet.tm@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,03,6557404,BVRIT Hyderabad TM Club,2017-06-19,Active,BVRIT Hyderabad College of Engineering,8-5/4 Rajiv Gandhi Nagar,Hyderabad,TG,500090,India,+91 94405 27274,Saturday,2.20:00 PM to 4.20:00 PM,Sat,02:20:00,120,W1,O,,,None,None,kasturytm@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,03,6563084,USP Orators,2018-02-18,Active,India GE Gyan Training Room United States Pharmacopeia- India(P) Ltd.,"Plt #D6/D8, IKP Knowlege Park",Hyderabad,TG,500101,India,+91 88888 76654,"1st & 3rd week of month, thursday",2:30 pm to 4:30 pm,Thu,14:30:00,120,M2,E,,,None,None,skb@usp.org,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,03,6945484,VJIM Toastmasters,2018-04-30,Active,Vignana Jyothi Institute of Management,Vignana Jyothi Institute,Hyderabad,TG,500090,India,+91 78932 02457,Every Saturday,10.00 -12.00,Sat,10:00:00,120,W1,E,,,None,None,vjimtoastmasters@vjim.edu.in,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,03,7542047,BITS-H Toastmasters Club,2021-01-01,Active,"BITS, Pilani, Hyderabad Campus","BITS Pilani, Hyderabad Campus",Hyderabad,TG,500078,India,+91 92073 26751,Every Thursday,18:30-20:00 IST,Thu,18:30:00,90,W1,E,,,None,None,f20170869@hyderabad.bits-pilani.ac.in,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,04,1095031,Indian School of Business Toastmasters,2008-01-01,Low,Indian School of Business,Gachibowli,Hyderabad,TG,500 032,India,+91 89715 22261,Sunday,2:00 pm,Sun,14:00:00,0,W1,E,,www.facebook.com/groups/124298504319361,None,Facebook,,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,04,4637951,Xlrators-Miyapur,2015-06-30,Active,Ingenium International School Opposite deepthisrinagar park,Chandanagar,Hyderabad,AP,500050,India,+91 87908 00715,2nd & 4th Sunday,10:00 AM,Sun,10:00:00,0,M2,O,www.meetup.com/XLRATORS-Miyapur-Toastmasters-Club,www.facebook.com/miyapurtoastmasters,meetup.com,Facebook,miyapur.xlrators@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,04,6512976,CA ITC Toastmasters,2017-04-20,Low,"Next to ICICI Bank Nanakramguda, ISB Road, Gachibowli",Next to ICICI Bank Nanakramguda,Hyderabad,TG,500032,India,+91 90520 54741,Alternate Fridays,3:00 PM,Fri,15:00:00,0,W2,E,,,None,None,venkatbharadwajj@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,04,7074267,AVEVA Toastmasters Club,2018-08-11,Active,AVEVA Solutions India LLP,"WaveRock, Sy.115 TSIIC IT/ITES SEZ",Hyderabad,TG,500032,India,+91 94939 83699,Alternative Saturdays,11:00 AM,Sat,11:00:00,0,W2,E,,,None,None,likhith.unnam@aveva.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,G,04,7160333,HITAM Toastmasters Club,2018-10-01,Active,Hyderabad inst. Of tech and management,"HITAM College, Gowdavelli Medchal",Hyderabad,TG,502401,India,+91 99489 32336,1st & 3rd Saturday,10:00 - 11:30 AM,Sat,10:00:00,90,M2,E,,,None,None,toastmasters@hitam.org,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,01,3123809,Secunderabad Toastmasters,2013-04-01,Active,"Anahata Yoga Zone, 1st Floor- Plot 105 Teajs Dream Plaza, Defence Colony Sainikpuri, Secunderabad - 500026","Anahata Yoga Zone, Sainikpuri",hyderabad,TG,500062,India,+91 98480 06240,1st Sunday & 3rd Sunday,11.00 a.m. to 1.00 p.m.,Sun,11:00:00,120,M2,O,,,None,None,vikramch08@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,01,7440234,Cyient Toastmasters Club,2019-06-04,Active,Cyient Ltd,"Survey 1,Plot 6,Uppal Ramanthur Rd",Hyderabad,TG,500039,India,,Weekly,11:00 AM - 12:30 PM,,11:00:00,90,W1,E,,,None,None,skvakati74@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,01,7454302,Dilsukhnagar Toastmasters,2019-06-04,Active,Santoshi - The School of Happiness,"Plot 46, 16-2-753, karmanghat rd",hyderabad,TG,500036,India,+91 91335 57887,Every Sunday,10:30am to 12:30pm,Sun,10:30:00,120,W1,O,,,None,None,dilsukhnagar.toastmasters@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,01,7701907,TechnipFMC Toastmasters,2020-02-25,Ineligible,Technip FMC,"#12 Industrial Dev Area, Nacharam",Hyderabad,TG,500076,India,+91 96607 39163,1st & 3rd Thursday,5:00 - 6:30 PM IST,Thu,17:00:00,90,M2,P,,,None,None,tfmctoastmasters@gmail.com,Yes,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,1534632,TCS Maitree Synergy Park Toastmasters Club,2010-08-14,Active,TCS Synergy Park Opposite to IIIT,Indian Immunologicals Colony,Hyderabad,TG,500032,India,+91 99665 50090,Wednesday,12:00 pm - 1:15 pm,Wed,12:00:00,75,W1,E,,m.facebook.com/groups/171870719500386?message_id=1048805848473531&notif_t=like&ref=m_notif,None,Facebook,gagankumar.2810@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,3152465,EPAM Hyderabad Toastmasters,2013-04-12,Ineligible,"EPAM Systems,Hyderabad","JVP building, Plot No.5, Software Units Layout, Madhapur",Hyderabad,TG,500081,India,7702277716,Thursday,2:00 pm,Thu,14:00:00,0,W1,E,www.allianceglobalservices.com,www.facebook.com/groups/alliancearticulators,Invalid--Hostname,Facebook,vinay.lakkam@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,6768787,Toastmasters@HighRadius,2017-11-17,Active,Highradius Technologies,"DLF Cybercity, Plot 129-132",Hyderabad,TG,500019,India,+91 99537 43637,1st & 3rd Saturday,12:30 pm,Sat,12:30:00,0,M2,E,,,None,None,aditi.vatsyayana@highradius.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,6886129,NGA Hyderabad Toastmasters Club,2018-03-09,Active,NGA HR India Pvt Ltd Maurya,"Block 2, DLF Cyber City",Hyderabad,TG,500019,India,,Alternate Tuesdays,3:00 PM,Tue,15:00:00,0,W2,E,,,None,None,Lakshman.Kodupaka@ngahr.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,7537315,Zenith Toastmasters Club,2019-10-31,Ineligible,"Zensar Technologies First Floor, Block 3, Plot #129-132","129-132, APHB Colony, Gachibowli",Hyderabad,TG,500084,India,+91 77022 23018,Sunday,11:00 AM to 12:15 PM,Sun,11:00:00,75,W1,E,,,None,None,nikhil.khosla@zensar.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,02,7854456,Mehdipatnam Toastmasters Club,2021-02-11,Active,Neo Slate School - Murad Nagar - Mehdipatnam,"House 12-2-342/A/3, Syed Ali Guda",Hyderabad,TG,500028,India,+919121395476,Sundays,12:00 - 1:30 PM IST,Sun,12:00:00,90,W1,O,,,None,None,moizahmed4@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,1036431,Deloitte Hyderabad Toastmasters Club,2007-05-04,Active,"Deloitte Towers   P Janardhan Reddy Nagar, Gachibowli","P Janardhan Reddy Nagar,",Hyderabad,TG,500032,India,+91 99364 21020,Every Saturday,4:00 PM to 5:30 PM,Sat,16:00:00,90,W1,E,,www.facebook.com/groups/DeloitteHydToastmasters,None,Facebook,shodatta@deloitte.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,1937401,Golden Falcon Toastmasters,2011-10-28,Active,"BA Continuum India Pvt Ltd Bldg 5, Raheja IT Park,","Bldg 5, Raheja IT Park,",Hyderabad,TG,500081,India,+91 99491 58935,Friday,11:30AM-1PM/ 2:30-4:00PM IST,Fri,11:30:00,90,W1,E,,,None,None,dg.igen_golden_falcon_tm_ec@bofa.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,3543283,Quest-Qualcomm's Enlightened Speakers of Tomorrow,2013-10-08,Active,"Qualcomm, Building 6","Building #6, 3rd Floor",Hyderabad,AP,500081,India,+91 98069 23192,Thursday,6.00 pm - 7:30 pm,Thu,18:00:00,90,W1,E,,www.facebook.com/groups/quest.toastmasters,None,Facebook,quest.ec@qti.qualcomm.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,4196375,Synap Toast,2014-10-22,Ineligible,Synaptics Inc.,"6th Floor, Krishe Sapphire Building, Madhapur",Hyderabad,TG,500081,India,+919177516240,Thursday,1:30 PM to 2:30 PM,Thu,13:30:00,60,W1,E,,www.facebook.com/groups/588777134561070,None,Facebook,riteshsingh007@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,4799292,CDK Hyderabad Toastmasters Club,2015-09-24,Active,Training Room,"401&501, Bldg 12B,",Hyderabad,TG,500084,India,+91 40 6756 6063,Alternate Tuesday and Friday,3:00 pm,Tue,15:00:00,0,W2,E,,,None,None,ravi.akella@cdk.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,03,5488272,Eager Beaver's Toastmasters Club,2016-05-08,Ineligible,HSBC Hexagon,Plot No. 3 & 4 Hitec City Layout,Hyderabad,TG,500081,India,+91 99634 12424,1st and 3rd Friday,4:00 - 5:30PM,Fri,16:00:00,90,M2,E,,,None,None,satyaramrajashekhar@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,04,6887490,Guntur Toastmasters Club,2018-04-19,Active,Viva School,"Brundavan Gardens 7th lane, guntur-",Guntur,AP,522006,India,+91 91828 29231,Every Sunday,10:00 AM - 12:00 PM,Sun,10:00:00,120,W1,O,,www.facebook.com/TMGuntur/,None,Facebook,2coolrajith@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,04,7160802,PSCMR Toastmasters Club,2018-10-25,Active,ROOM NUMBER 122,PSCMRCET Kothapeta,Vijayawada,AP,520010,India,+91 94943 52133,saturday,4.30 to 6.30 pm,Sat,16:30:00,120,W1,E,sites.google.com/view/pscmrtoastmasters/home?authuser=0,,Google,None,divyasai892000@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,04,7326699,SVECW Speech Weavers Toastmasters,2019-03-06,Active,Shri Vishnu Engineering College for Women,Shri Vishnu Educational Society,Bhimavaram,AP,534202,India,+91 94408 02922,Once in  10 days,4:00 - 5:30 PM,,16:00:00,90,UN,E,,,None,None,speechweavers0603@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,04,7327622,S.R.K.R. Toastmasters,2019-03-08,Ineligible,SRKR Engineering College Technology Centre,Chinna Amiram,Bhimavaram,AP,534204,India,+91 97394 76669,Thursdays,5:30 - 7:00 PM,Thu,17:30:00,90,W1,P,,,None,None,srkrtoastmasters@gmail.com,Yes,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,H,04,7780796,KW's Silver Tongue Toastmasters Club,2020-08-07,Active,"Kakinada Institute of Engineering and Technology for Women Korangi, Kiet, Yanam Road","Matla Palem, Talla Revu Mandal",Korangi,AP,533461,India,+91 8919774468,Thursdays,2:00- 4:00 PM,Thu,14:00:00,120,W1,E,,,None,None,kwtoastmastersclub@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,01,6062133,Diamond City Toastmasters Club,2017-02-24,Active,"607- 6th floor Western Vesu Point. Summirow Conference Hall,","Opp.  S.B.I Bank, Vesu char rasta,",Surat,GUJ,395007,India,+91 84602 63299,Sunday,10:15 a.m.,Sun,10:15:00,0,W1,O,dctc.toastmastersclubs.org/,www.facebook.com/surattoastmasters,FTH3,Facebook,diamondcitytoastmasters@gmail.com,Yes,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,01,7164888,Mount Carmel Toastmasters Club,2018-10-01,Active,"New City Light, Althan. SURAT 9879560109","Study Circle, 3rd floor,",Surat,GUJ,395007,India,+91 98795 60109,Sundays,10:45 AM,Sun,10:45:00,0,W1,O,www.publicspeakinginsurat.com/,www.facebook.com/mount.carmel.395669,Invalid-noIPaddress,Facebook,tmmelvinpereira@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,01,7782447,Dahej Orators Toastmasters Club,2020-05-14,Active,"Conference Room, Estate Office",Reliance Sarsaswati Township,Bharuch,GUJ,392130,India,+91 92656 54533,Wednesdays,1900 - 2100 Hrs,Wed,19:00:00,120,W1,E,,,None,None,toastmastersdahej@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,02,5689336,RG Speakers Toastmasters Club,2016-11-01,Active,"1. Reliance Greens Township 2. Learning Centre, RIL Refinery",Reliance Greens Township,Jamnagar,GUJ,361142,India,+91 76000 51340,Every Sunday,15:00,Sun,15:00:00,0,W1,E,,,None,None,prashant.dave@ril.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,02,7185923,RG Orators Toastmasters Club,2018-12-21,Active,Reliance Greens,"Reliance Greens, Motikhavdi Dist",Jamnagar,GUJ,361142,India,+91 63546 39160,Wednesday/ Saturday,4:00 PM,Wed,16:00:00,0,W1,P,,,None,None,anvitakackar@gmail.com,Yes,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,02,7244872,RIL JMD Speakers Toastmasters Club,2019-04-18,Ineligible,"Learning Centre, Reliance Industries Ltd, Jamnagar",PO Motikhavdi District,Jamnagar,GUJ,361142,India,+91 8320899631,2nd & 4th Thursday,5:30 PM,Thu,17:30:00,0,M2,E,,,None,None,mythili.sarathy@ril.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,7169553,RG Doyens,2018-12-21,Active,"Online through Zoom App  Estate Office, Reliance Greens Township (Physical location)","Reliance Greens, Meghpar Village",Jamnagar,GUJ,361142,India,+91 82009 92919,Alternate Saturday and Alternate Sunday,"Saturday 6:30-8:30 PM , Sun 3 - 5 PM",Sat,18:30:00,120,W2,E,rgdoyens.toastmastersclubs.org/,facebook.com/rgdoyenstm,FTH3,Facebook,contact-7169553@toastmastersclubs.org,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,7182855,RG KDAV Speakers Toastmasters Club,2018-10-26,Ineligible,KD Ambani Vidyamandir,"Reliance Greens,Motikhavdi District",Jamnagar,GUJ,361142,India,+91 9413239022,2nd & 4th Saturday,1:30 PM,Sat,13:30:00,0,M2,E,,,None,None,pinki.saha@ril.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,7403659,Rajkot Toastmasters Club,2019-04-18,Active,Hiren Thakker and Associates,"Chandra Chitt, BS Utkarsh School",Rajkot,GUJ,360001,India,+91 98256 73376,2nd & 4th Sunday,11:00 AM,Sun,11:00:00,0,M2,O,rajkottmc.com/,www.facebook.com/rajkottmclub,Invalid--Timeout,Facebook,kela.kartik1@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,1246728,Mulund Toastmasters Club,2008-10-14,Active,Mulund Gymkhana,"Teredesai Hall, 2nd Floor,",Mumbai,MAH,400081,India,+91 98195 45365,Saturday,6:00 pm,Sat,18:00:00,0,W1,O,mulundtoastmastersclub.toastmastersclubs.org/,www.facebook.com/groups/112228312221221,FTH3,Facebook,jeetendrask@gmail.com,,2021-04-22,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
